gene_name	log2FoldChange	pvalue	padj	wormbase_gene	chr	start	end	strand	biotype	HK2	HK4	HK5	HK6
nra-1	-0.658284100721808	0.101541512421792	0.228624984941258	WBGene00012128	IV	17281456	17284199	-1	protein_coding	524.395402463682	524.217562958224	675.677898262495	978.835000824929
nra-2	1.18151725064941	0.00409909836193934	0.0217148748558815	WBGene00011488	I	9620233	9622370	1	protein_coding	1462.04267315019	1053.25710087139	652.122155020316	456.931681560277
nra-3	-0.158554840884243	0.751615991526592	0.851444054957195	WBGene00007651	X	9925728	9931460	-1	protein_coding	310.191500108575	386.446849960005	504.58881576667	273.732965410236
nra-4	0.333610407374494	0.412747665453934	0.586181586751145	WBGene00015344	V	1042692	1048580	-1	protein_coding	2206.70435256393	3083.30855690014	2587.41242875931	1611.50963683147
nrd-1	0.709913677139524	0.207321129439379	0.369053363675237	WBGene00017004	I	4597914	4602666	-1	protein_coding	420.324638583606	606.191137192164	445.079569681166	183.198716150041
nrde-1	0.158117245059172	0.742585773204011	0.844493820803285	WBGene00007577	III	3713463	3718745	1	protein_coding	240.474192266582	210.100337322284	195.884601698118	207.696218891035
nrde-2	0.276606272040911	0.445249161200269	0.615859422044661	WBGene00011333	II	10242595	10247638	-1	protein_coding	865.909171312862	981.616330112311	819.491909635796	706.167144229519
nrde-3	0.107806400783586	0.824687383277396	0.898534608192306	WBGene00019862	X	372235	376900	1	protein_coding	215.214298120933	303.095568596082	257.873399703851	223.672851113422
nrde-4	1.0358132575389	0.0457186634497056	0.130809185876758	WBGene00001584	IV	7646200	7654262	-1	protein_coding	481.958780298991	269.341743911518	171.089082495824	194.914913113125
nrf-5	1.89533965287616	1.0282624732273e-05	0.000144497428866852	WBGene00003812	V	13828208	13831040	1	protein_coding	762.848803198612	922.374923523077	270.271159304998	183.198716150041
nrf-6	2.43474493509202	7.68987324692274e-07	1.43320850577143e-05	WBGene00003813	II	8028953	8032742	-1	protein_coding	1085.1650524971	1175.18418187481	287.628022746603	131.008384223576
nrfl-1	-0.107215034987463	0.734930553430102	0.838591846800466	WBGene00006438	IV	9119098	9130378	1	protein_coding	2118.79992093707	2193.30975093165	2328.29925309535	2316.61167224616
nrps-1	0.68371541446013	0.766107702131354	0.860584543278379	WBGene00013440	III	11534674	11546669	1	protein_coding	2.02079153165195	29.6207032946171	19.8364153618347	0
nrx-1	-1.51350194660976	0.0031194351288362	0.0175707437478971	WBGene00007799	V	10825012	10846695	1	protein_coding	128.320262259899	261.075501131625	567.817389732519	546.400822005646
nsf-1	-0.0766243041065844	0.843937991078886	0.909526066022579	WBGene00003818	I	7766532	7772231	-1	protein_coding	925.522521496594	697.119807770989	761.222439510407	949.011954009806
nspa-1	NA	NA	NA	WBGene00010377	V	14886803	14886907	-1	protein_coding	0	0	0	0
nspa-10	NA	NA	NA	WBGene00044275	V	14750353	14750457	-1	protein_coding	0	0	0	0
nspa-2	NA	NA	NA	WBGene00044271	V	14891082	14891186	1	protein_coding	0	0	0	0
nspa-3	NA	NA	NA	WBGene00013888	V	14880435	14880539	-1	protein_coding	0	0	0	0
nspa-4	1.73348917253423	0.724260233369635	NA	WBGene00044272	V	14884585	14884880	1	protein_coding	0	1.37770712998219	0	0
nspa-5	-2.69809518117422	0.237370076395748	0.403736852294439	WBGene00013887	V	14878324	14878502	1	protein_coding	5.05197882912988	0	7.43865576068802	24.4975027409939
nspa-6	NA	NA	NA	WBGene00044273	V	14889407	14889511	-1	protein_coding	0	0	0	0
nspa-7	NA	NA	NA	WBGene00044274	V	14883039	14883143	-1	protein_coding	0	0	0	0
nspa-8	-0.994125438290857	0.714321824865175	NA	WBGene00012294	V	14826866	14827098	-1	protein_coding	2.02079153165195	2.06656069497329	4.95910384045868	3.19532644447746
nspa-9	NA	NA	NA	WBGene00043187	X	11739050	11739154	1	protein_coding	0	0	0	0
nspb-1	2.35938527912795	0.623106841347485	NA	WBGene00018170	IV	6590734	6591126	-1	protein_coding	0	6.19968208491986	1.23977596011467	0
nspb-10	2.82724051188231	0.559597172784676	NA	WBGene00007246	II	14587957	14588241	-1	protein_coding	3.03118729747793	0	0	0
nspb-11	-2.52450506340896	0.011691776920848	0.0479526263078682	WBGene00009398	II	12907370	12907783	1	protein_coding	11.1143534240857	28.2429961646349	44.6319345641281	183.198716150041
nspb-12	8.08501957404502	2.66283007381851e-05	0.00033072128535077	WBGene00017305	III	5568213	5568779	-1	protein_coding	79.8212655002521	35.1315318145459	0	0
nspb-2	3.88145877024331	0.420104546703957	NA	WBGene00018169	IV	6591679	6592081	1	protein_coding	0	6.19968208491986	0	0
nspb-3	NA	NA	NA	WBGene00018162	IV	6594655	6594954	-1	protein_coding	0	0	0	0
nspb-4	1.18544172690952	0.811372439071912	NA	WBGene00018167	IV	6598234	6598531	1	protein_coding	1.01039576582598	0	0	0
nspb-5	NA	NA	NA	WBGene00018166	IV	6599198	6599492	1	protein_coding	0	0	0	0
nspb-6	-0.289290258657452	0.902442116118387	0.945927210381551	WBGene00019152	IV	5895490	5895888	1	protein_coding	4.04158306330391	13.0882177348308	21.0761913219494	0
nspb-7	1.12596933843156	0.697610983378428	0.814375098241973	WBGene00007243	II	14578313	14578597	1	protein_coding	12.1247491899117	1.37770712998219	6.19887980057335	0
nspb-8	2.56894750952073	0.264253544844088	0.43460676947286	WBGene00007250	II	14580254	14581043	-1	protein_coding	22.2287068481715	6.88853564991096	4.95910384045868	0
nspb-9	1.79903931257947	0.490120679211882	0.655333340934962	WBGene00007251	II	14580859	14581275	1	protein_coding	2.02079153165195	19.2878998197507	6.19887980057335	0
nspc-1	2.23536287448689	0.646663134882508	NA	WBGene00023477	X	8534677	8535106	-1	protein_coding	2.02079153165195	0	0	0
nspc-10	2.33614276404417	0.0654568363124051	0.168494498151265	WBGene00009640	X	12343609	12344043	1	protein_coding	100.029180816772	117.105106048486	42.1523826438988	1.06510881482582
nspc-12	2.73384411762002	0.0812649931674039	0.196989291827562	WBGene00023493	X	12356194	12356681	-1	protein_coding	52.5405798229508	53.7305780693055	16.1170874814907	0
nspc-13	2.28937128301536	0.118103088062145	0.252865638903872	WBGene00009637	X	12357427	12357919	1	protein_coding	89.9252231585119	97.1283526637445	38.4330547635548	0
nspc-14	1.74343556293218	0.58086080034266	0.73008841336426	WBGene00009638	X	12358614	12359097	-1	protein_coding	507.21867444464	364.40353588029	260.352951624081	0
nspc-15	1.90264043604371	0.543946156134513	0.701470703026162	WBGene00009639	X	12360737	12361184	1	protein_coding	442.553345431778	470.486984888918	244.23586414259	0
nspc-16	1.27121990105261	0.435230717865914	0.607462775852904	WBGene00008357	X	14523575	14523997	1	protein_coding	91.9460146901639	36.5092389445281	53.3103662849308	0
nspc-17	3.35756687257782	0.20686724562306	0.368525722989986	WBGene00008359	X	14524758	14525181	-1	protein_coding	263.71329488058	205.967215932338	45.8717105242428	0
nspc-18	2.53571977666045	0.0830726271972011	0.200235937934178	WBGene00008358	X	14527173	14527569	-1	protein_coding	119.226700367465	66.8187958041363	32.2341749629814	0
nspc-19	2.85565185711934	0.282802208323377	0.456473020898152	WBGene00008360	X	14528717	14529074	1	protein_coding	182.881633614502	148.792370038077	45.8717105242428	0
nspc-2	NA	NA	NA	WBGene00044337	X	8535469	8535819	1	protein_coding	0	0	0	0
nspc-20	0.919620040418369	0.196777548345646	0.356872351137578	WBGene00008356	X	14529788	14530214	-1	protein_coding	433.459783539344	436.733160204355	380.611219755204	79.8831611119365
nspc-3	2.20337512226978	0.480422243823025	NA	WBGene00044338	X	8537108	8537458	1	protein_coding	5.05197882912988	6.19968208491986	2.47955192022934	0
nspc-4	3.12980683566353	0.517365153813739	NA	WBGene00044339	X	8537956	8538374	-1	protein_coding	3.03118729747793	0.688853564991096	0	0
nspc-5	NA	NA	NA	WBGene00044340	X	8538740	8539090	1	protein_coding	0	0	0	0
nspc-6	NA	NA	NA	WBGene00044357	X	8541146	8541496	-1	protein_coding	0	0	0	0
nspc-7	4.877942049898	0.306197611048724	NA	WBGene00015392	X	8541862	8542284	1	protein_coding	0	12.3993641698397	0	0
nspc-9	1.81875279822727	0.0446338397792953	0.128632783773721	WBGene00009634	X	12342946	12343379	-1	protein_coding	175.80886325372	86.106695623887	59.5092460855041	14.9115234075615
nspd-1	4.5003967996456	0.00333433866677369	0.0184978149770215	WBGene00022754	I	6097494	6097837	-1	protein_coding	145.496990278941	19.9767533847418	7.43865576068802	0
nspd-10	8.12435969658396	3.13036056888675e-05	0.000382753074133653	WBGene00020860	I	10878047	10878378	-1	protein_coding	89.9252231585119	28.2429961646349	0	0
nspd-2	5.59470217894397	0.000131084464064304	0.00130304542273861	WBGene00010633	IV	9844014	9844344	1	protein_coding	140.445011449811	33.0649711195726	3.71932788034401	0
nspd-3	5.00898420264874	0.000866375150079039	0.00628986457132721	WBGene00016058	IV	5162743	5163074	-1	protein_coding	75.7796824369482	39.9535067694836	3.71932788034401	0
nspd-4	6.81514480273807	0.00370034600945948	0.0200795425589451	WBGene00020715	II	4842560	4842998	1	protein_coding	26.2702899114754	21.354460514724	0	0
nspd-5	4.74370793827292	0.00392980521783557	0.0210273381802385	WBGene00017386	II	4860064	4860411	-1	protein_coding	116.195513069987	13.7770712998219	4.95910384045868	0
nspd-6	7.38018473422303	0.00115788258247872	0.00797585584138896	WBGene00043147	IV	5165420	5165777	-1	protein_coding	61.6341417153846	8.95509634488424	0	0
nspd-7	3.34803862067697	0.00271072846149789	0.0157609798581109	WBGene00012781	IV	10268882	10269228	-1	protein_coding	101.039576582598	37.1980925095192	4.95910384045868	8.52087051860656
nspd-8	NA	NA	NA	WBGene00021280	I	2551375	2551590	-1	protein_coding	0	0	0	0
nspd-9	1.18544172690952	0.811372439071912	NA	WBGene00017808	III	4830010	4830349	-1	protein_coding	1.01039576582598	0	0	0
nspe-1	1.01791258312513	0.231806694663193	0.396799610240117	WBGene00012591	II	12620548	12620888	-1	protein_coding	80.8316612660781	58.5525530242431	26.0352951624081	42.6043525930328
nspe-2	-2.32936772443376	0.191021710505126	0.349763104309029	WBGene00012604	II	12619079	12619408	-1	protein_coding	4.04158306330391	4.13312138994657	3.71932788034401	37.2788085189037
nspe-3	NA	NA	NA	WBGene00012590	II	12617886	12618209	1	protein_coding	0	0	0	0
nspe-4	-3.5092487696495	0.230843470177813	0.39592062510671	WBGene00012589	II	12613564	12613939	1	protein_coding	0	2.75541425996438	32.2341749629814	0
nspe-5	1.5941927275779	0.657455952824173	NA	WBGene00012594	II	12628936	12629380	1	protein_coding	6.06237459495586	1.37770712998219	2.47955192022934	0
nspe-6	2.51165574923249	0.595079451007677	NA	WBGene00012603	II	12615897	12616166	-1	protein_coding	0	6.88853564991096	1.23977596011467	0
nspe-7	1.05196339777927	0.547046728551588	0.704024536890795	WBGene00012593	II	12627187	12627570	1	protein_coding	62.6445374812105	22.0433140797151	40.9126066837841	0
nspe-8	-4.55848165094225	0.000978638899907767	0.00695786687696895	WBGene00175028	II	12621088	12621958	-1	protein_coding	0	6.19968208491986	42.1523826438988	110.771316741885
nspf-1	NA	NA	NA	WBGene00044364	II	2687625	2687888	1	protein_coding	0	0	0	0
nspf-2	NA	NA	NA	WBGene00044365	II	2688916	2689179	1	protein_coding	0	0	0	0
nspf-3	NA	NA	NA	WBGene00044366	II	2689909	2690180	-1	protein_coding	0	0	0	0
nst-1	0.594035198791931	0.140940408156376	0.284542580395026	WBGene00003821	II	8280855	8283208	-1	protein_coding	1911.66878894275	1464.50267917107	1361.27400420591	875.519445786824
nstp-1	0.577528251188906	0.556238833784919	0.710174917797739	WBGene00008275	IV	8984866	8986774	1	protein_coding	103.06036811425	28.2429961646349	32.2341749629814	55.3856583709427
nstp-10	1.0105978599369	0.0381804213088317	0.115156828961704	WBGene00008237	V	9547606	9549836	-1	protein_coding	455.688490387515	458.087620719079	288.867798706718	165.091866298002
nstp-2	0.0559162133932569	0.896889751914035	0.942900009508207	WBGene00017480	IV	6604001	6606188	-1	protein_coding	921.48093843329	932.707726997944	1143.07343522573	641.195506525144
nstp-3	2.88818017489016	0.00352070647275839	0.0193219263187759	WBGene00022577	V	5794688	5798232	-1	protein_coding	100.029180816772	75.7738921490205	18.59663940172	5.3255440741291
nstp-4	0.964750050474729	0.01098342879678	0.0458479946094377	WBGene00015404	II	388833	392732	1	protein_coding	963.917560597981	796.314721129707	426.482930279446	475.038531412316
nstp-5	1.17655801035659	0.0116130968989655	0.0477739439774376	WBGene00014139	IV	12855549	12859928	1	protein_coding	470.844426874905	382.313728570058	158.691322894678	218.347307039293
nstp-6	0.621792759094363	0.466283452160752	0.635729083086255	WBGene00015038	IV	3543628	3547600	-1	protein_coding	67.6965163103404	54.4194316342966	49.5910384045868	29.823046815123
nstp-7	-3.59262664021765	0.459025860889351	NA	WBGene00019451	V	581916	583431	1	protein_coding	0	0	3.71932788034401	0
nstp-8	-1.25025608530361	0.22774137221013	0.3924893340047	WBGene00018414	V	2215724	2218091	1	protein_coding	17.1767280190416	21.354460514724	30.9943990028667	60.7112024450718
nstp-9	2.30963438404526	0.635445977467195	NA	WBGene00011882	X	10916765	10920013	-1	protein_coding	0	2.06656069497329	0	0
nsun-4	1.21713482877097	0.0233698629907761	0.0804563784198182	WBGene00021476	I	2308976	2312129	1	protein_coding	225.318255779193	205.278362367347	89.2638691282562	95.8597933343238
nsun-5	0.676986595634697	0.319060597320746	0.494568710461138	WBGene00013151	II	14969617	14977005	1	protein_coding	95.9875977534678	132.25988447829	85.5445412479122	57.5158760005943
nsy-1	-0.99561659740211	0.0221417887748652	0.0774475525386374	WBGene00003822	II	5022764	5029982	1	protein_coding	567.842420394199	905.842437963291	1766.6807431634	1173.74991393805
nsy-4	-0.337573276467088	0.44121945712322	0.612246662287119	WBGene00021415	IV	2324058	2326739	1	protein_coding	304.129125513619	391.268824914942	497.150160005982	382.374064522469
nsy-7	-1.05711259154265	0.185596018535578	0.343213890201836	WBGene00044508	IV	8083961	8086652	-1	protein_coding	40.4158306330391	91.6175241438157	79.3456614473388	195.980021927951
ntc-1	-0.946600986740059	0.393006871226943	0.568448906425286	WBGene00044568	X	4866075	4866690	1	protein_coding	17.1767280190416	30.3095568596082	70.6672297265362	21.3021762965164
nth-1	1.1797028636485	0.227263261120822	0.392116897156355	WBGene00011201	III	4291543	4293413	-1	protein_coding	87.9044316268599	35.1315318145459	21.0761913219494	33.0183732596004
ntl-11	0.413309345036919	0.465097125889547	0.634631982682618	WBGene00013530	IV	15455137	15471488	-1	protein_coding	273.81725253884	250.053844091768	127.696923891811	265.212094891629
ntl-2	-0.534703259162263	0.116146723553368	0.25018017626651	WBGene00003825	II	4372740	4376742	-1	protein_coding	870.961150141992	954.062187512668	1342.67736480419	1301.56297171715
ntl-3	-0.339416790633411	0.414039581792442	0.587236199877339	WBGene00003826	III	11831008	11846465	-1	protein_coding	701.214661483228	740.517582365428	1128.19612370435	696.581164896086
ntl-4	-1.35558458210694	0.000189728913158766	0.00177356834124553	WBGene00003827	IV	7910575	7915184	1	protein_coding	1136.69523655422	1334.99820895274	3695.77213710183	2630.81877261978
ntl-9	0.00404171708482677	0.993781582264098	0.996179613123365	WBGene00016139	III	4944513	4947317	1	protein_coding	214.203902355107	240.409894181892	280.189366985915	173.612736816609
ntp-1	-0.313793786754498	0.588337969262407	0.73565594853214	WBGene00016380	IV	7792349	7794809	-1	protein_coding	167.725697127112	141.214980823175	136.375355612614	247.10524503959
ntr-1	-7.05700061685328	0.0310212041807403	0.0984860716523035	WBGene00011582	I	12621171	12623084	1	protein_coding	0	0	40.9126066837841	0
ntr-2	0.363913177378408	0.825696789435721	0.899004196830918	WBGene00008808	X	14925031	14928934	-1	protein_coding	22.2287068481715	4.82197495493767	12.3977596011467	8.52087051860656
nuaf-1	1.05495148495561	0.0498077721163169	0.13926906180163	WBGene00008225	V	13566931	13568657	-1	protein_coding	220.266276950063	195.634412457471	105.380956609747	94.794684519498
nuaf-3	1.16234581584891	0.0811215345796295	0.196737139283541	WBGene00011123	IV	11184243	11186000	1	protein_coding	268.76527370971	128.126763088344	109.100284490091	68.1669641488525
nubp-1	0.595605994215526	0.133721941796171	0.27444906485484	WBGene00008664	I	10046442	10048028	1	protein_coding	558.748858501765	607.568844322146	352.096372672566	419.652873041373
nuc-1	2.24494182234147	5.28267829724973e-09	1.53515657080853e-07	WBGene00003828	X	9539905	9542430	1	protein_coding	1769.20298596128	1283.33419157841	304.984886188209	338.704603114611
nucb-1	0.290258665412876	0.461622151488801	0.631653100148274	WBGene00009674	X	10197706	10200407	1	protein_coding	730.516138692181	701.252929160935	676.91767422261	494.210490079181
nud-1	0.675458130805407	0.143558629620619	0.288002473311284	WBGene00003829	III	13341527	13342607	1	protein_coding	563.800837330895	400.223921259827	250.434743943163	352.551017707346
nud-2	-0.485779949407819	0.282235029018316	0.455950933105366	WBGene00011230	I	7857823	7859417	-1	protein_coding	783.056718515132	540.061194953019	690.555209783871	1160.96860816014
num-1	-0.166082250408073	0.70921596428889	0.822076348534376	WBGene00003830	V	20829811	20837552	1	protein_coding	269.775669475536	356.826146665388	328.540629430387	374.918302818689
numr-1	-2.41062916274788	0.00137806062601736	0.00914186849688642	WBGene00017270	III	7362619	7363464	-1	protein_coding	30.3118729747793	121.238227438433	255.393847783622	553.856583709427
numr-2	-2.41062916274788	0.00137806062601736	0.00914186849688642	WBGene00017267	III	7364385	7365230	1	protein_coding	30.3118729747793	121.238227438433	255.393847783622	553.856583709427
nuo-1	0.482542000326841	0.137552633385022	0.279702814027207	WBGene00003831	II	11097841	11100146	1	protein_coding	5092.39465976292	4104.18954021695	3260.61077510158	3321.00928462691
nuo-2	0.330754023373794	0.348234019517319	0.524629588896336	WBGene00020417	I	6530131	6531963	-1	protein_coding	1236.724417371	1334.30935538775	916.194434524741	1127.95023490054
nuo-3	0.124569623429296	0.751358347754883	0.851365008517534	WBGene00013308	IV	14796421	14797544	-1	protein_coding	1154.88236033909	1193.09437456458	844.28742883809	1309.01873342093
nuo-4	0.332889150988042	0.320486033658822	0.496418337791134	WBGene00019401	III	7156032	7158809	-1	protein_coding	3149.40360207957	2740.94833509957	2102.66002835448	2573.30289661918
nuo-5	0.372979532932207	0.315792569938178	0.490722832695958	WBGene00021562	V	2698972	2707024	1	protein_coding	2439.09537870391	3388.4706861912	2561.37713359691	1939.56315179782
nuo-6	0.482554404147363	0.160830153287769	0.31146274250838	WBGene00012166	I	7068106	7069186	-1	protein_coding	1378.17982458663	1219.27081003424	900.07734704325	958.597933343238
nurf-1	-0.8295803647232	0.0122440951842064	0.0497003332049994	WBGene00009180	II	14390718	14407905	1	protein_coding	3363.60750443468	3701.89905826215	5497.16660714844	7059.54122466554
nxf-1	-0.498262623121929	0.190953226361956	0.349707046712314	WBGene00003834	V	14412400	14415014	-1	protein_coding	1042.72843033241	1553.36478905492	1974.96310446267	1693.52301557305
nxf-2	1.28679425202261	0.168956940378837	0.322074840110773	WBGene00003835	V	14416067	14417835	-1	protein_coding	159.642531000504	37.1980925095192	42.1523826438988	38.3439173337295
nxt-1	-0.0651503582330553	0.902899572332768	0.946212445471905	WBGene00003836	I	2929736	2931361	1	protein_coding	150.54896910807	179.101926897685	150.012891173875	194.914913113125
nyn-1	2.41832538139185	0.00371303121763514	0.0201256488735988	WBGene00011959	IV	13685076	13687016	-1	protein_coding	187.933612443632	70.2630636290918	24.7955192022934	23.432393926168
nyn-2	0.401811289385064	0.572486051926433	0.723145362350692	WBGene00013596	I	13572379	13575805	1	protein_coding	139.434615683985	83.3512813639226	107.860508529976	60.7112024450718
oac-1	4.00952521080429	0.00474260548888285	0.0242978712566205	WBGene00007177	V	19551008	19555969	-1	protein_coding	158.632135234678	38.5757996395014	12.3977596011467	0
oac-10	6.10592016374334	0.0280358847352767	0.0916491637072352	WBGene00016773	II	3869901	3873010	1	protein_coding	20.2079153165195	8.95509634488424	0	0
oac-11	4.55481429625248	0.272808203628728	NA	WBGene00016776	II	3858142	3860926	-1	protein_coding	3.03118729747793	6.88853564991096	0	0
oac-12	0.838090494171101	0.670021098152216	0.796693212472723	WBGene00017061	V	4329039	4332550	-1	protein_coding	17.1767280190416	6.19968208491986	1.23977596011467	11.716196963084
oac-13	NA	NA	NA	WBGene00008475	I	12421239	12424411	1	protein_coding	0	0	0	0
oac-14	1.99128964089791	0.000473094204102771	0.00378829740963193	WBGene00008602	X	10139374	10142013	-1	protein_coding	1129.62246619344	927.885752043006	388.049875515892	129.94327540875
oac-15	2.61106172062916	0.181763373054026	0.338257975768038	WBGene00008676	V	16206943	16209916	-1	protein_coding	24.2494983798234	20.6656069497329	7.43865576068802	0
oac-16	2.30963438404526	0.635445977467195	NA	WBGene00008786	I	12239160	12241808	1	protein_coding	0	2.06656069497329	0	0
oac-17	0.390861593004344	0.931949467013629	NA	WBGene00008906	I	13191983	13194645	-1	protein_coding	0	4.82197495493767	3.71932788034401	0
oac-19	4.1131842955996	0.136338724385569	0.278331107509812	WBGene00009413	I	11707818	11712197	-1	protein_coding	8.08316612660781	12.3993641698397	1.23977596011467	0
oac-2	NA	NA	NA	WBGene00044088	V	3471870	3475121	-1	protein_coding	0	0	0	0
oac-20	4.55424531492328	1.12089428815716e-07	2.54556963832474e-06	WBGene00009488	V	15978714	15981666	1	protein_coding	136.403428386507	307.228689986029	14.877311521376	4.26043525930328
oac-21	NA	NA	NA	WBGene00018141	IV	3889263	3892563	1	protein_coding	0	0	0	0
oac-22	3.85037686586048	0.423897806122352	NA	WBGene00018142	IV	3885665	3888836	1	protein_coding	4.04158306330391	2.06656069497329	0	0
oac-23	-0.564313369239137	0.581719363675319	0.730669431597153	WBGene00018143	IV	3881852	3884683	1	protein_coding	38.3950391013871	17.2213391247774	44.6319345641281	37.2788085189037
oac-24	-2.54971188925266	0.000103354482943855	0.00107045203580466	WBGene00018211	V	4710764	4714911	1	protein_coding	28.2910814431273	59.9302601542253	202.083481498691	317.402426818094
oac-25	-4.65779725572657	0.0382353088929165	0.115229487090493	WBGene00009615	I	12269255	12272190	-1	protein_coding	0	1.37770712998219	7.43865576068802	29.823046815123
oac-26	NA	NA	NA	WBGene00009607	I	12247771	12250210	1	protein_coding	0	0	0	0
oac-27	2.30963438404526	0.635445977467195	NA	WBGene00009609	I	12254506	12257180	-1	protein_coding	0	2.06656069497329	0	0
oac-28	-4.65779725572657	0.0382353088929165	0.115229487090493	WBGene00009610	I	12259912	12262848	-1	protein_coding	0	1.37770712998219	7.43865576068802	29.823046815123
oac-29	1.2124998098397	0.0499933639199122	0.139587810564467	WBGene00018295	V	8631871	8635675	-1	protein_coding	175.80886325372	337.538246845637	83.0649893276829	138.464145927357
oac-3	1.44659859815791	0.493263965468536	0.658002388248407	WBGene00007361	V	13899513	13902653	1	protein_coding	21.2183110823455	2.75541425996438	1.23977596011467	7.45576170378074
oac-30	3.19142527004577	0.00356640464539171	0.0195083376911302	WBGene00018573	II	1262987	1266890	-1	protein_coding	69.7173078419924	45.4643352894123	6.19887980057335	6.39065288895492
oac-31	2.58580995873264	0.000646254787877269	0.00492206063886576	WBGene00018707	V	1538364	1541824	-1	protein_coding	105.081159645902	276.91913312642	37.1932788034401	26.6277203706455
oac-32	2.47692886266827	0.53754076517985	NA	WBGene00018708	V	1542517	1545791	-1	protein_coding	6.06237459495586	0.688853564991096	1.23977596011467	0
oac-34	-1.63737032740153	0.736778492711529	NA	WBGene00010157	I	11342087	11347288	-1	protein_coding	0	0.688853564991096	2.47955192022934	0
oac-35	6.7588510061777	0.00468684275587299	0.0240876678174434	WBGene00010171	I	12307731	12310406	1	protein_coding	29.3014772089533	16.5324855597863	0	0
oac-36	5.45567547560238	0.0994574715089507	0.225595713640945	WBGene00010172	I	12312335	12314895	1	protein_coding	15.1559364873896	3.44426782495548	0	0
oac-37	-4.33205514759727	0.369284286444411	NA	WBGene00010391	IV	14145665	14148869	1	protein_coding	0	0	6.19887980057335	0
oac-38	-7.54078317772317	0.000809046679230535	0.005941213248952	WBGene00010392	IV	14150331	14153361	-1	protein_coding	0	0	19.8364153618347	37.2788085189037
oac-39	-8.15605158461729	2.59763992271268e-46	2.77687707737986e-43	WBGene00006419	V	246618	251756	-1	protein_coding	8.08316612660781	8.95509634488424	3294.08472602468	1589.14235172012
oac-4	NA	NA	NA	WBGene00015873	II	3833250	3836015	-1	protein_coding	0	0	0	0
oac-40	-4.09492975018285	0.000134325309281091	0.00132781544167821	WBGene00019849	V	9016864	9019318	1	protein_coding	2.02079153165195	6.88853564991096	69.4274537664215	87.3389228157173
oac-41	-3.70118064260074	3.42184124324502e-08	8.50685648611378e-07	WBGene00019851	V	9019595	9022178	-1	protein_coding	22.2287068481715	15.1547784298041	174.808410376168	307.816447484662
oac-42	NA	NA	NA	WBGene00011515	V	15881994	15884839	-1	protein_coding	0	0	0	0
oac-43	NA	NA	NA	WBGene00011653	I	12359942	12363416	1	protein_coding	0	0	0	0
oac-44	NA	NA	NA	WBGene00011654	I	12356942	12359341	1	protein_coding	0	0	0	0
oac-45	NA	NA	NA	WBGene00011656	I	12353506	12356337	1	protein_coding	0	0	0	0
oac-46	-2.27758451336083	1.60702785727118e-12	8.52864500422713e-11	WBGene00011768	II	8848843	8852096	-1	protein_coding	1541.86393865044	1726.95588743268	7226.65407150841	8624.18607364467
oac-48	1.99880372560382	0.677688385643626	NA	WBGene00011960	IV	13673804	13677823	1	protein_coding	0	4.82197495493767	1.23977596011467	0
oac-49	3.06381000312794	0.138652978175983	0.281464973738096	WBGene00012068	V	19217975	19222908	1	protein_coding	11.1143534240857	29.6207032946171	4.95910384045868	0
oac-5	-2.61732718603843	0.545039903255643	NA	WBGene00007829	V	16292709	16295600	1	protein_coding	0	1.37770712998219	8.67843172080269	0
oac-50	2.05250187286005	0.456675769326701	0.626740904515673	WBGene00020864	V	9069865	9073528	-1	protein_coding	1.01039576582598	19.2878998197507	4.95910384045868	0
oac-51	1.93343855182796	0.0400990255286948	0.119332276011622	WBGene00020976	IV	4336834	4341304	1	protein_coding	78.8108697344262	117.105106048486	40.9126066837841	10.6510881482582
oac-52	3.03892058333982	0.529875559960593	NA	WBGene00020977	IV	4342357	4346558	-1	protein_coding	0	3.44426782495548	0	0
oac-53	2.4617164164628	0.184474096043341	0.341688034824832	WBGene00012308	V	16624008	16627970	-1	protein_coding	29.3014772089533	24.7987283396794	9.91820768091736	0
oac-54	1.64227132349514	0.255972881365719	0.425040512872446	WBGene00012323	II	9158108	9159874	1	protein_coding	26.2702899114754	31.6872639895904	2.47955192022934	15.9766322223873
oac-55	-7.31050084315771	1.06537750890942e-11	5.0457087969425e-10	WBGene00021479	V	3761139	3766306	1	protein_coding	1.01039576582598	1.37770712998219	179.767514216627	207.696218891035
oac-56	-0.402431577312559	0.51391288591828	0.675438680131112	WBGene00013450	IV	14345435	14350751	-1	protein_coding	113.164325772509	84.0401349289137	147.533339253646	112.901534371537
oac-57	3.72981109156343	0.0198428404899661	0.0717660586691233	WBGene00019579	IV	12304462	12307820	-1	protein_coding	27.2806856773014	69.5742100641007	7.43865576068802	0
oac-58	0.224406703016162	0.922603851385362	0.956910315378637	WBGene00019580	IV	12308293	12311606	-1	protein_coding	7.07277036078183	13.0882177348308	17.3568634416054	0
oac-59	0.995119402184181	0.081971198333335	0.198295838208332	WBGene00016585	IV	12293234	12301280	-1	protein_coding	179.850446317024	261.764354696616	131.416251772155	90.5342492601947
oac-6	3.44395439763066	4.64312102299694e-05	0.000534530378693632	WBGene00007833	V	16302717	16306156	1	protein_coding	339.492977317528	385.069142830023	59.5092460855041	7.45576170378074
oac-7	0.204898305903645	0.836435243361967	0.905515954186775	WBGene00007835	V	16309805	16314752	1	protein_coding	28.2910814431273	42.7089210294479	29.7546230427521	31.9532644447746
